Meld,Amount,Notes,Unit,Property Name,Address line 1,City,State,Postal code
TBX9Y6I,160.00,"Kitchen sink missing tubular drain. 
Installed new tubular drain including 1 Ptrap, 2 extensions, and nuts and washers. 

Reinstalled window to bedroom.",3944-2,,3944 South 3rd Street - 2,Louisville,KY,40214
TRFWHP0,97.50,"Tub valve handle loose not tub spout. 
Tightened and adjusted bracket that holds handle. 
Tightened set screws. 
Handle is on firm after repair.",1,,1857 Heaton Rd,Louisville,KY,40216
T1DIGER,97.50,Removed hair and debris from vanity drain.,1,,3811 Carpenter Drive - 1,Louisville,KY,40229
TH7E6KAB,552.00,"Repaired garbage disposal 
Repaired 
Back storm door 
Repaired closet doors 
Repaired toilet in master bathroom installed new wax rating kit and tank bolts and gasket 
Repaired toilet in upstairs hallway bathroom installed new wax ring kit installed fill valve and handle 
Repaired ceiling in living room area 
Repaired back gate next to garage 
Repaired and cleaned gutter on garage",1,,3704 Dayton Avenue,Saint Matthews,KY,40207
T3WBPYD,443.00,"Repaired stove burner 
Installed new oven bake element 
Repaired hood vent fan 
Installed gfi in kitchen next to refrigerator 
Installed new combination alarm 
Repaired cable wire 
Repaired tub spout 
Caulked around tub 
Repaired fan in bathroom 
Installed mailbox lock 
Keyed unit to O key keys are in lock box",3B,,402 North Hite Avenue,Louisville,KY,40206
T3PH7VG,334.00,"Installed combination alarm 
Installed one regular smoke alarm in bedroom 
Installed new air filter 14x14x1
Repaired front door",706,,704-706 Roselane Street - 706,Louisville,KY,40203
TZPEMZM,419.00,"Installed weather stripping around front and back doors 
Replaced locks on back door 
Repaired locks on front door 
Sprayed around house for rodents 
The side door is very old and will eventually need replaced 

Garage has big hole in the roof 

Tree/ bushes need cut back from ac unit",1,,675 Lynn Street,Louisville,KY,40217
TVZ27W2,218.00,Repaired kitchen faucet installed new stem,9B,,402 North Hite Avenue,Louisville,KY,40206
TP0ELNDB,234.00,"Repaired toilet 
Installed fill valve",4B,,402 North Hite Avenue,Louisville,KY,40206
TXQF2KD,970.00,"Replaced the light kit on ceiling fan in living room 
Repaired fan mount on ceiling fan in bedroom 
Installed combination alarm in unit hallway 
Repaired/ installed new hardware in all bifold doors 
Repaired vent on furnace 
Installed air filter 20x20x1 
Repaired and painted ceiling in unit hallway
Repaired light switch in bedroom 
Installed new pop up drain 
Repaired shower faucet installed seal 
Repaired bathroom light fixture 
Repaired toilet installed new fill valve 
Repaired shut off valve 
Repaired common area lights 
Repaired step 
Repaired spindles 
Installed new batteries in smoke alarms in common area 
Repaired door in common area 
Filled all holes with dirt at rear of building and out next to the road 
Filled holes in parking lot next to entrance with gravel 
Worked on siding I suggest using vendor for siding repair 
Need roofer out to repair roof leak 
We are sending Allstate for hvac repair system needs cleaned and serviced it is freezing up 

I will return Sunday morning to finish repairs on refrigerator and mechanical closet door have to install proper ventilation",3,,2511 Dixie Highway - 3,Louisville,KY,40216
TX2P4FX,500.75,Installed new shower faucet cartridge,4,,2515 Dixie Highway - 4,Shively,KY,40216
TXBQPGI,374.25,"Repaired toilet 
Snaked toilet and installed new fill valve 
Tenant is asking about new carpet 
There is no carpet in unit it was taken out back when there was the plumbing issue with the main line 
Office will reach out to tenant",1,,2511 Dixie Highway - 1,Louisville,KY,40216
TFND8Q4,424.50,"Took down closet doors to laundry area cut door out to install proper ventilation for hvac

Repaired refrigerator 
Thermostat cold control was not working properly installed new one 
Installed new light socket for light bulb 
Installed new bulb",3,,2511 Dixie Highway - 3,Louisville,KY,40216
TJE2LN,371.50,"Installed two new fire extinguishers 
Checked water heater in unit 8 was having issues with it on Friday 
Had to install new thermocouple water heater is working properly",2,,7604 Garrison Road - 2,Louisville,KY,40214
TIETI00,155.00,,3,,2322 West Chestnut Street - 3,Louisville,KY,40211
T3E88JKB,297.75,Repaired main front entry door tenant was having issues and was stuck out side,1,,2513 Dixie Highway - 1,Louisville,KY,40216
TGINWNBB,112.50,"Bulb under microwave burned out. 
Replaced with new bulb. 

Dishwasher needed filter cleaned out. 
Small pieces of debris build up over time. No charge back. Dishwasher fills, runs and drains. 
If problems persists dishwasher may need to be replaced.",103,,4522 Winnrose Way 103,Louisville,KY,40211
T7DUV1K,137.50,"Set traps under kitchen sink, in utility closet, beside refrigerator, and one in bedroom. 

All drains are closed properly. 
Filled small hole in bathroom. 
Filled holes and caulked around windows on exterior of building.",113,,4522 Winnrose Way 113,Louisville,KY,40211
TJV9UQHB,80.00,Installed new light globe on front porch light.,117,,4522 Winnrose Way 117,Louisville,KY,40211
TTRZ5ADB,65.00,"Refrigerator not holding temperature. 
Compressor knocking and hot.",121,,4522 Winnrose Way 121,Louisville,KY,40211
T9Q5516,330.00,"Cabinet base under sink had been water damaged. 
Cut out rotted wood and replaced with new plywood reinforced with 2x4s. 

Shimmed toilet and tightened closet bolts. 

Hallway 3 way switches were old and no longer functional. 
Replaced with new. 

Replaced 4 rusted vent covers with new. 

Secured closet shelf brackets to studs with screws. 

Caulked kitchen counter.",129,,4524 Winnrose Way 129,Louisville,KY,40211
T99JPM7,536.50,,5B,,402 North Hite Avenue,Louisville,KY,40206
TGE6D4X,130.00,,1,,131 North 38th Street,Louisville,KY,40212
TLG63PX,65.00,Tenant is going out of town for a couple of days and doesn’t want me in his apartment until he comes back. He says there is no leak right now. Cleaned out black dried water in tub. Patched area on ceiling,30,,111 E O'Bryan Avenue-30,Bardstown,KY,40004
TDGVU8X,65.00,Gas is turned off by LGE. Will return to light pilot light after gas is on.,2,,4003 South 3rd Street - 2,Louisville,KY,40214
TF7U02B,65.00,Removed tub stopper and removed hair clogged in drain.,1,,11003 Sandwood Place,Louisville,KY,40272
TYEXCQC,366.00,"Garbage disposal had lost main seal and water was running through the unit. 
Sink basket on other side of sink was leaking. 

Removed garbage disposal. 
Installed 2 new sink baskets. 
Installed new continuous waste. 
Installed extension tube. 
Removed old PVC P-trap. 
Installed adapter fittings. 
Installed new P-trap. 

Photos of bathroom and toilet taken.
Measurements taken for bathroom flooring. 
Estimate turned into office.",1,,7103 Chiswell Dr.,Louisville,KY,40258
TF1U26KB,117.50,"Light in kitchen is circular florescent. 
Replaced bulb with LED upgrade. 
Light turns off and on with switch. 

Refrigerator is 16 cubic feet. 
Refrigerator will need to be replaced, compressor running hot, and unit was made in 1985.",1,,2730 Montana Avenue,Louisville,KY,40208
TKBZRZB,65.00,,13,,1743 Culbertson Avenue,New Albany,IN,47150
TQBXM66,370.00,,1,,210 North 38th Street,Louisville,KY,40212
T2XQAU1,130.00,,1,,131 North 38th Street,Louisville,KY,40212
T7KFHKU,130.00,,1,,9907 Kidwelly Drive,Louisville,KY,40299
TMND3BIB,65.00,,1,,103 West Kentucky Street - 1,Louisville,KY,40203
TR71CAHB,1840.00,,1,,3645 Rolling Ridge Way,Jeffersonville,IN,47130
TD31V1MB,650.00,Includes removal of old washer and installation of new washer,1,,9907 Kidwelly Drive,Louisville,KY,40299
TM9A76JB,680.00,"Removed old toilet. 
Removed old flooring. 
Installed new flooring and quarter round. 

While reinstalling toilet, toilet flange near bolt broke. 
Installed new toilet. 
No leaks after installing. 

Clean up.",3,,1002 East Main St,New Albany,IN,47150
T6R86JN,102.50,"Changed lightbulbs in bedroom fixture. New bulbs work fine. 

Breaker to plugs in kitchen was thrown. Reset breakers and GFCI outlets. 

Will confirm with office about pest control schedule for ants. 

Water pressure low in bathroom. 
Removed airator from faucet. Rinsed mineral buildup out. Pressure increased after repair.",8,,1002 East Main St,New Albany,IN,47150
T47I4EG,97.50,"Dishwasher heating element has continuity. Problem is with the board. 
Recommend replacing dishwasher. Dishwasher is 7 years old. 

Kitchen sink basket was loose and leaking. 
Tightened basket ring. No leak after repair.",7,,1002 East Main St,New Albany,IN,47150
TD57C6T,65.00,"Refrigerator not making the sound that the tenant reported. 
I assume that it was an ice buildup between defrost cycles. 

I formed tenant about not overloading freezer and adjusted cooling setting down from max cold to suggested setting.",3,,1747 East Oak Street - 3,New Albany,IN,47150
T45Q12F,155.00,,2,,607 West Saint Catherine Street - 2,Louisville,KY,40203
TXJ6UJI,210.00,,5,,4903 Saddlebrook Lane - 5,Louisville,KY,40216
TADXY7HB,1050.00,"Repaired holes though out the unit 
We will install the two bedroom doors when we are scheduled to finish drywall repairs 
Two bedroom doors 30” 
I repaired two closets doors 
Repaired bedroom ceiling fan",4,,4902 Saddlebrook Lane - 4,Louisville,KY,40216
TD0YB2DB,221.00,"Installed door closer 
Repaired arm on closer 
Repaired door jam 
Door closes properly now",1,,4903 Saddlebrook Lane - 1,Louisville,KY,40216
TAK6JQN,150.00,"Taped window again got measurements will look into finding replacement glass
Found replacement glass $240.00 for new glass insert",1,,4900 Saddlebrook Lane - 1,Louisville,KY,40216
T326NBU,930.00,"Removed old refrigerator. 
Delivered new.",1,,2730 Montana Avenue,Louisville,KY,40208
T5AB3ZV,97.50,"Came to give estimate for repairs. 
Upon inspection I found major damage to subfloor beneath tub. 
Water damage to walls in shower. 
Referral to construction wing of business.",1,,2147 Duncan Street - 1,Louisville,KY,40212
T5GU09M,127.50,"Removed dummy knob. 
Drilled and cored door. 
Installed keyed entry knob. 
Installed strike plate. 
Keyed to U key.",1,,2513 Date Street,Louisville,KY,40210
TMTE9U,97.50,"Repaired door latch for now. Recommend replacing the door. 
Estimate in meld chat.",1,,1402 Earl Avenue,Louisville,KY,40215
TMVVGVL,180.00,"Removed two steps from side and back steps. 
Replaced with 2x12 boards, and reinforced with 2x4. All treated lumber. 
Added screws to porch and steps where needed.",1,,927 North Lakeview Drive,Louisville,KY,40229
TB9UEH5,65.00,,1,,103 West Kentucky Street - 1,Louisville,KY,40203
TTWGGR9,280.00,,1,,815 Ulrich Avenue - 1,Louisville,KY,40219
TDUJ7YQ,97.50,,1,,1429 Nightingale Road - 1,Louisville,KY,40213
TUTH68DB,186.00,,1,,500 East Ormsby Avenue - 1,Louisville,KY,40203
T6QNI7L,356.00,"Looked at back door and trim 
Went to the local hardware stores could not find the right part I will pick it tomorrow and we are scheduled for tomorrow afternoon",1,,116 Ashton Walk,Radcliff,KY,40160
TYU1INDB,282.00,"Repaired tub drain took out tub stopper installed new one 
Checked dryer it is working properly had to clean the vent line coming out of dryer going to floor had lots of lint 
Owner doesn’t want to install blinds 
All of the other blinds in the unit are working properly they are the new style blinds 
Installed new deadbolt it was not working properly rekeyed to the same key 
Installed closet door knobs",2A,,300 Keeneland Drive - 2A,Elizabethtown,KY,42701
TE71X9JB,212.00,Installed new tail peace and slip nut and washers part of the pipe coming though wall was cracked had to replace,1A,,304 Keeneland Drive - 1A,Elizabethtown,KY,42701
TCZM222,135.00,"Checked out dishwasher 
Dishwasher door was not closing properly 
Dishwasher is working properly at this time",2B,,302 Keeneland Drive - 2B,Elizabethtown,KY,42701
T2XH6VMB,65.00,"Took pictures of flooring in kitchen  
Vinyl flooring will need to be replaced though out the kitchen and hallway area 
Tenant is responsible for repairs 

Estimated cost of materials for flooring $247

Estimated labor for flooring two people 4 hours each $360 

The stove light is on the bottom of the microwave to previous maintenance. The tenant have you tried removing the lightbulb from the fixture on the bottom of microwave themselves a few months back since then there is no power coming from the light switch to the socket. This indicates that there is a short going to the board. I have installed new socket and bulbs in the past and still had no power coming from board going to the light socket for board replacement. It would be cheaper to install a new microwave, office and owner and tenant will come to an agreement on all repairs
The fee for this meld can be removed. I looked at flooring and microwave while I was working on dishwasher.",2B,,302 Keeneland Drive - 2B,Elizabethtown,KY,42701
TYP3GB9,205.00,"Snaked drain going to washer just to make sure there is no clog 
Washer was draining fine at this time 
Repaired switch and the agitator is working properly
There is a trench that is cut out into the concrete next to the exterior wall. Do you believe that this is the detour the ground water
Basement flooding may possibly need to install another sub pump",2,,810 West Vine Street - 2,Radcliff,KY,40160
T43R9R8,484.00,,1,,113 Spring Drive,Louisville,KY,40245
TR9PQXFB,182.00,"Side gate is sagging and latch was interior latch not suitable for the gate. 
Added 2x4s of treated lumber between fence and post. Installed new screws into top hinge, through 2x4 into post. 
Installed turnbuckle onto gate to lift the far end so it no longer drags the ground and swings freely. 
I stalled new gate latch. 
Latch inserts into post to lock from the inside. 

Reattached siding on left side of house. Secured with screws.",1,,1312 Lillian Avenue,Louisville,KY,40208
TVZ4L5N,269.00,,1,,707 Kentucky Avenue,Louisville,KY,40222
TMI5WPJB,65.00,Removed broken handrail from front porch. Pictures and measurements taken for estimate. Estimate in meld chat.,1,,2209 7th Street Road - 1,Louisville,KY,40208
TRG4EWP,570.00,"Installed new window on entry door 
Put old frame in storage building",1,,4900 Saddlebrook Lane - 1,Louisville,KY,40216
T8C0CV9,289.00,"Installed new thermostat 
240volts",7A,,402 North Hite Avenue,Louisville,KY,40206
TMEGVR9,330.00,"Repaired toilet 
Installed new fill valve 
Installed new flap
Repaired handle 
Installed new supply line 
Installed new angle stop
Repaired tank bolt 
Installed handle on refrigerator 
Repaired freezer door gasket 
Refrigerator needs door gasket for the door 
Refrigerator needs to be painted has rust spots
Installed new hinge for bottom of door on the refrigerator 
When we finish repairs on bedroom ceiling we will paint the refrigerator doors and install gasket to pass section8",10A,,402 North Hite Avenue,Louisville,KY,40206
T0NTE4E,180.00,"Repaired toilet 
Installed wax ring 
Repaired shower faucet",9A,,402 North Hite Avenue,Louisville,KY,40206
T4W5CPI,147.00,Repaired main shutoff valve,6B,,402 North Hite Avenue,Louisville,KY,40206
T8U7LWAB,288.00,"Installed wax ring 
Repaired shower faucet",6B,,402 North Hite Avenue,Louisville,KY,40206
TB1RIIB,114.50,"Installed 2 screws into range hood. 
Hood is secure after repair. 

Applied silicone adhesive sealant to vanity along wall and around edge of sink to hold it in place.",4,,4900 Saddlebrook Lane - 4,Louisville,KY,40216
T49FHF8,70.00,Dated and installed new air filter.,4,,4903 Saddlebrook Lane - 4,Louisville,KY,40216
TAPX3W4,70.00,Dated and installed new air filter.,6,,4903 Saddlebrook Lane - 6,Louisville,KY,40216
T0IBBLZ,65.00,"Had to wait on inspector she was running late 
Passed inspection",8,,7604 Garrison Road - 8,Louisville,KY,40214
T43UDMAB,1121.00,"List for section8 repaires

Living room area
All plugs have open grounds
Closet door does not shut properly

Kitchen area
Install sink basket
Install strainers
Repair bottom base cabinet, previous water damage
Install cover over electric panel
All plugs in kitchen have open ground
Repair or remove window screen
Back door drags at the bottom
Back door needs weatherstripping
Back door and latch plates

Dining area
All pugs have open grounds

Hallway area
Closet door sticks
Door knob and close door does not work

Bathroom area
Vanity drain leaks
No water going to Faucet on hot side
Angle stop needs to be replaced
Repair wall inside base cabinet
Toilet is not mounted correctly
Overflow on bathtub is missing rubber gasket needs to be secured
Shower faucet leaks behind tub v spout
Bathroom door sticks
Caulk around the top of vanity

Back bedroom
Door is not shut properly
Closet door does not shut at all leads latch plate as well
All plugs have open grounds

Front bedroom area
There’s a nail sticking up in the floor
All plugs have open grounds

Common areas

Install proper vents for dryer duck next to front porch
Repair front entry door to close and  latch properly
Repair smoke alarm on first floor
Install combination alarm in the basement
Repair plugs in basement
Repair light fixtures in basement
Properly secure, coax wire in basement
Fill all gaps in basement around electric panel
Install new air filter
Repair, downspout, ground level
Remove all debris from basement steps on the exterior the back of building
Repaire  one window slide

Estimated cost of materials $311.00

Estimated labor hours, 8 hours each two people total of $720.00

There is no stove
There’s no refrigerator

Closet doors will need to be cut  down to size to fit properly",647-2,,647 S 44th Street -2,Louisville,KY,40211
TDQP5TD,347.25,Repaired shower faucet installed shower faucet Cartlidge,647-1,,647 S 44th Street -1,Louisville,KY,40211
TD40IRI,244.00,"Cut out the ceiling in between floors found that the drain has a hole in it and the shower faucet in the upstairs unit is leaking 
Secured ceiling grid  
Sprayed for mold 
Temporarily fixed the supply lines until tomorrow we will return to finish repaires 
Removed all debris 

Tenant will be home 
I will be at the property 8:30-9:00",1F,,1503 South 4th Street - 1F,Louisville,KY,40208
TXJAECK,273.00,"Temporarily repaired supply line, going to faucet
Will return tomorrow to finish repairs on drain and shower faucet tenant is aware he will be leaving early. He said he would leave the door open. I will be at the property between 830 and 9 AM.",3,,1503 South 4th Street - 3,Louisville,KY,40208
TT4PDBY,80.00,,1,,103 West Kentucky Street - 1,Louisville,KY,40203
TD1ZLGJB,150.00,,3944-1,,3944 South 3rd Street - 1,Louisville,KY,40214
TDTXL2W,97.50,,3944-4,,3944 South 3rd Street - 4,Louisville,KY,40214
TD1JQ0N,538.75,"Cut out damaged pipe found that there had been a nail had punctured the main drain this had happened during a previous floor repair and over time it started leaking
Cleaned all P-trap’s to the upstairs unit that was visible snaked drain
Repaired ceiling grid
Install new year ceiling tiles in damaged areas
Installed partial drain",1F,,1503 South 4th Street - 1F,Louisville,KY,40208
T9LF3AH,370.25,"Repaired shower faucet found leak on the back side 
Repaired shut off valve for vanity 
Installed supply line 
Tub drain was leaking 
Snaked toilet
The tub will continue to drain slowly due to the way the previous plumbing is ran",3,,1503 South 4th Street - 3,Louisville,KY,40208
TF1H3QM,265.00,"Walked unit for section8 
Installed gfi in laundry room are there had been one installed previously 
But it had stopped working 
Keyed unit to L key 
Installed mailbox lock 
Keys inside lock box 0987
Installed combination alarm 
Installed new filter 


Owners crew is repairing HVAC 

There are two broken windows owners crew is repairing  windows 

Unit needs cleaned 

Unit needs stove 
Unit needs refrigerator",107,,2430 McKindree Ct,Louisville,KY,40211
TE0RZEG,232.00,"Repaired fence 
Installed top rail 
Installed top caps on post for top rail",647-2,,647 S 44th Street -2,Louisville,KY,40211
TZPALLK,573.00,"Section8 repairs
Installed couple broken wall plates
Repaired GFI in bathroom
Caulked around vanity 
Repaired vanity faucet 
Repaired vanity pop up drain 
Installed new fill valve 
Installed flapper 
Installed one new tank bolt in toilet 
Repaired shower faucet handle 
Repaired master bedroom ceiling fan light fixture 
Repaired 2nd bedroom ceiling light fixture 
Installed new globe in 3rd bedroom light fixture 
Repaired back door to close properly 
Installed combination alarm in hallway 
Repaired loose plugs though out unit 
Repaired back porch light 
Repaired motion, sensor, light fixture on back of house 
Repaired back down spout 
Installed insulation wrap around line set for HVAC
Repaired front porch light
Cut down bushes next to ac unit 
Cut down bushes next to the house on front next to porch on both sides 
Cut down tree limbs that was touching the house on back side 
Cut all limbs that was low to the ground at back of house 

Sending vendors to remove debris 

Sending roofers for roof repairs missing shingles and damaged caping 

Need plumbing permit for water heater",1,,410 North 21st Street,Louisville,KY,40212
TNC0ZLH,135.00,"Passed inspection 
Repaired common door closer",3B,,402 North Hite Avenue,Louisville,KY,40206
TDXV5EJB,112.50,,4,,4909 Saddlebrook Lane - 4,Louisville,KY,40216
TJF95P,350.00,,1,,9410 Michael Edward Drive,Louisville,KY,40291
TU37JQQ,207.50,,2A,,402 North Hite Avenue,Louisville,KY,40206
TCUL99Y,130.00,,4,,4907 Saddlebrook Lane - 4,Louisville,KY,40216
TGI2VQY,311.00,"Repaired kitchen sink drain 
The drain had broken 
Repaired base cabinet 
Sprayed for mold and mildew",1A,,300 Keeneland Drive - 1A,Elizabethtown,KY,42701
T0M12NP,150.00,"Sprayed for mold and mildew in common areas in basement 
Tenant was not home was no able to enter unit there is no key for unit 2 
We are scheduled for later this week for repairs",2,,810 West Vine Street - 2,Radcliff,KY,40160
TM57NQH,590.00,"6-13-23: Applied second coat of paint to laundry room wall and ceiling. Will need to return to sand and paint. 

Painted garage door to cover graffiti and rusting places of door. 

I will price a storm door and paint for front door for next visit.

6-19-23: scraped loose paint from front door. Sanded to prepare for fresh paint. Painted with flat black exterior enamel paint. 

Removed partial storm door frame from previous door. Installed new storm door kit. Latch, closer, and all hardware included with kit. 

Clean up.",1,,540 Dresden Avenue,Louisville,KY,40215
TLQ2RKEB,109.50,"Window had debris in the frame. Also a cable installer had drilled underneath it and installed a wire. 
Cut wire as far back as I could and removed debris from frame. 
Window closes and locks after repair. 

Dishwasher is fully installed without holes in the back. Dishwasher is almost 20 years old. Pump is loud and slow. Recommend replacing.",4,,4901 Saddlebrook Lane - 4,Louisville,KY,40216
TCURJP1,495.00,"Removed old vanity. 
Replaced with new 18"" vanity, faucet, and feed lines. 
Clean up. 
No leaks after repair.",2,,4901 Saddlebrook Lane - 2,Louisville,KY,40216
T4FVKZD,130.00,Removed outside grill and frame. Cleaned scum/gel out of bottom pan that was causing the air conditioner to stop up and preventing it from draining. Vacuumed out the water. Reassembled.,All,,100 Slate Run - All,Bardstown,KY,40004
TB4EUCJB,147.50,"Removed damaged deadbolt from door. 
Replaced with new. 

Took measurements to get estimate for security doors on both buildings.",1,,4730 Southern Parkway - 1,Louisville,KY,40214
TT5JMQV,896.00,"Picked up dishwasher from shop

Installed new dishwasher 
Installed new shutoff valve 
Installed new supply line 
Repaired shower faucet",7,,621 Westport Road,Elizabethtown,KY,42701
TZGM80I,65.00,Replaced ceiling fluorescent bulbs,All,,100 Slate Run - All,Bardstown,KY,40004
TF8RR22,110.50,"Removed broken sprayer. Took it to hardware store to find a match. 
Replaced with new sprayer. 
No leak after repairs.",24,,1002 East Main St,New Albany,IN,47150
TPMTLDHB,75.00,Patched minor cracks with caulk.,14,,1002 East Main St,New Albany,IN,47150
T9Q83GT,97.50,"I tried to get the leak to happen. 
I ran water in the bathtub, vanity and flushed the toilet multiple times to see if there was a leak in the plumbing. I went upstairs to apartment 24 and did the same thing. No leak present. 
While checking outside I noticed the gutter above where the leak was was twisted and coming loose from building. I will refer this to our roofing contractors. If leak happens again please note the time and weather conditions and call us back.",13,,1002 East Main St,New Albany,IN,47150
T5MVNPD,162.00,"Sink leaking at sink basket. 
Replaced sink basket with new. 
No leak after repairs.",7,,1002 East Main St,New Albany,IN,47150
TZ1UN9F,97.50,"Window tensioners had come loose from stripped screws. 
Adjusted position of tensioners and installed new screws. 
Windows open and close after repair.",5,,1002 East Main St,New Albany,IN,47150
THNHZAW,137.50,"Installed new smoke detector in living room. 

Addition to home was clad in paneling and painted. The paneling is rotting away. The entire addition will need to be reclad in plywood with a moisture barrier and siding. Will refer to the construction end of the business for pricing.",1,,1747 East Oak Street - 1,New Albany,IN,47150
TXK6BTCB,107.50,"Tailpiece had cracked rim causing it to slip out of nut. 
Replaced with new tailpiece. No leak after repairs.",1,,1737 Culbertson Avenue - 1,New Albany,IN,47150
T1EKDMG,165.00,"Cleaned out condensation line 
Ac a coils are freezing over 
Sending vendor",2,,810 West Vine Street - 2,Radcliff,KY,40160
TTA6K4,384.00,"Installed new 50 amp breaker 
Repaired plus thought the unit 
Few where loose 
One had a short in box 
Repaired vanity faucet",4,,230 West Blue Lick Road - 4,Shepherdsville,KY,40165
T8UX177,155.00,"Cleaned up water 
Water was from condensation line 
I cut hole in drain and installed a elbow to allow water to drain properly",107,,2430 McKindree Ct,Louisville,KY,40211
T1C76Q0,176.50,"Someone broke the deadbolt again 
Installed new lock",4,,4730 Southern Parkway - 4,Louisville,KY,40214
TC04WVBB,286.00,"Installed new supply line 
Repaired drain
This was after hours tenant had just gotten home and seen water",1,,4730 Southern Parkway - 1,Louisville,KY,40214
T5TQZMT,152.00,"Had to go get the right filter 12x24x1
Repaired vent",A4,,4604 Southern Parkway - A4,Louisville,KY,40214
T5APVMEB,347.00,"Had to get right filter 12x16x1 
Repaired vanity faucet and drain",B10,,4604 Southern Parkway - B10,Louisville,KY,40214
TDZRWCLB,360.75,"Installed two new sink baskets 
Repaired drain 
Extracted water 
Sprayed for mold",611-4,,611 S 44th Street -4,Louisville,KY,40211
TJ10T2CB,65.00,Removed stopper linkage. Plunged several times and removed gobs of hair. Water still wouldn’t drain. Turned job over to Dixie Plumbing.,30,,111 E O'Bryan Avenue-30,Bardstown,KY,40004
TBXJXC1,315.00,"Installed weather stripping around front door 
Installed new drip pans 
Repaired stove burner 
Installed new stopper for tub
Repaired toilet installed fill valve 
Repaired toilet paper holder",113,,4522 Winnrose Way 113,Louisville,KY,40211
TQAY0DX,90.00,"Looked at microwave 
Previous owner had bought her a counter to microwave 
The screen display does not function correctly motor sounds like it is draining
There is one room over the stove for a wall mount but in she prefers the countertop style 
Tenant said she will buy one if owner will reimburse",112,,4522 Winnrose Way 112,Louisville,KY,40211
TQ8YY9H,110.00,Installed mailbox lock,110,,4522 Winnrose Way 110,Louisville,KY,40211
TFFC300,258.00,"Installed vanity faucet 
Repaired kitchen faucet 
Caulked around countertops 
Installed new bulbs in microwave for over stove",108,,4522 Winnrose Way 108,Louisville,KY,40211
TZMG5U5,175.00,"Installed stopper for tub
Installed pop up drain in vanity sink 
Repaired shower bar",105,,4522 Winnrose Way 105,Louisville,KY,40211
TFGKG9LB,235.00,"Repaired storm door on unit 132 
Repaired down spout 
Installed blind",131,,4524 Winnrose Way 131,Louisville,KY,40211
TDQ057I,195.00,Replaced all crawl space covers on all buildings with screens ( 9 buildings/ 2 crawl spaces per building ),All,,100 Slate Run - All,Bardstown,KY,40004
TK4YMZL,189.00,"Repaired towel bar 
Installed new vanity faucet 
Vents are scheduled to be cleaned 
Repaired bathroom door knob",130,,4524 Winnrose Way 130,Louisville,KY,40211
T5R7MC,193.00,"Repaired deck on top landing it was loose 
Installed drip pans 
Repaired kitchen faucet",226,,4524 Winnrose Way 226,Louisville,KY,40211
TBJZJBEB,177.00,"Installed drip pans 
ac and blower motor was working properly at this time",103,,4522 Winnrose Way 103,Louisville,KY,40211
TCFBDDI,115.00,"Ac is frozen over 
We are sending vendors for hvac and water extraction",126,,4524 Winnrose Way 126,Louisville,KY,40211
TUL38ADB,135.00,"Keyed unit to g key 
Passed inspection 
The inspector was running late",2331,,2331 Rodman,Louisville,KY,40208
T8HALFIB,718.00,"Removed old cracked toilet. 
Pulled carpet up. 
Removed tack strips. 
Grinded off stuck nails. 
Removed old water damaged trim. 
Floor clean up. 
Cut linoleum to size and installed. 
Installed new PVC trim and quarter round. 
Caulked all gaps and trim edges. 
Installed new round seat toilet. 
Noticed towel bar was loose on wall. 
Installed 2 drywall anchors beneath brackets. 
Reinstalled towel bar and caulked edges. 
Clean up.",1,,7103 Chiswell Dr.,Louisville,KY,40258
TCE0AF,630.00,"Removed old dishwasher. 
Swept dust and debris that had built up underneath. 
Installed new dishwasher. 
Clean up. 
Disposed of old dishwasher.",1,,5515 Antle Dr,Louisville,KY,40229
TML703C,107.50,"Door had been busted by emergency services to get to tenant. 
Installed new strike plate, 3inch screws, and small block of plywood to reinforce. Door locks securely. Did not have to change deadbolt. Still on E key.",9A,,402 North Hite Avenue,Louisville,KY,40206
TE87ZTIB,65.00,Reversed wires on thermostat,Unit 11,,111 E O'Bryan Avenue -11,Bardstown,KY,40004
TLJXN5HB,65.00,Removed stopper linkage. Plunged several times and removed gobs of hair. Water still wouldn’t drain. Turned job over to Dixie Plumbing.,28,,111 E O'Bryan Avenue-28,Bardstown,KY,40004
TBD79LKB,750.75,"Pumped water out of basement 
Pumped it down enough to find the leak

Finished pumping water out of basement 
Installed drain port for water heater 
Repaired and cleaned burner assembly 
Repaired exhaust vent for water heater 

Checked out furnace we will be sending vendor's

I installed ac window unit in the living room area unit ac is repaired",1,,623 East Kentucky Street,Louisville,KY,40203
TUAC7GLB,255.00,,A11,,4604 Southern Parkway - A11,Louisville,KY,40214
TXJ79GF,130.00,,5,,601 Revolutionary Road - 5,Louisville,KY,40214
T3AI7YV,195.00,,B4,,4604 Southern Parkway - B4,Louisville,KY,40214
T4AM8HQ,915.00,,1,,1072 Eastern Parkway,Louisville,KY,40217
TE7XH9GB,65.00,,3946-2,,3946 South 3rd Street - 2,Louisville,KY,40214
TF3TGLZ,342.00,"Installed gasket on refrigerator door 
Installed new Gide pins on front window 
Hvac still needs permit 
Hvac still not working properly",5,,4903 Saddlebrook Lane - 5,Louisville,KY,40216
TYWQWL3,276.00,"Installed new diverter the cup had broken off this was just installed not long ago faucet is working properly
Installed fill valve in toilet",4,,12511 East Orell Road - 4,Louisville,KY,40272
