Meld,Work Category,Agent,Title,Description,Hours,Check in,Checkout,Unit,Property Name,Address line 1,City,State,Postal code
TN3VPXW,GENERAL,Albert Hardesty,Maintenance,,1.5,04/14/2023 15:00,04/14/2023 16:30,2323,,2305 Rodman,Louisville,KY,40208
T8D3FG8,OTHER_WORK_CATEGORY,Albert Hardesty,Maintenance,,1.5,04/15/2023 10:00,04/15/2023 11:30,1,,7103 Chiswell Dr.,Louisville,KY,40258
TIXYHUX,OTHER_WORK_CATEGORY,Albert Hardesty,Maintenance,,2.0,04/15/2023 08:00,04/15/2023 10:00,1,,2720 Rockford Lane,Louisville,KY,40216
T92E7NF,CLEANING,Albert Hardesty,Maintenance,,3.5,04/15/2023 09:00,04/15/2023 12:30,5,,212-216 East 13th Street,New Albany,IN,47150
TCRWETBB,PLUMBING,Mike Guelda,Wall mounted sink.,"Removed wall mounted sink. 
Installed compact vanity, sink, faucet, feed lines, and pop up drain.",2.5,04/17/2023 08:00,04/17/2023 10:30,3,,319 West Lee Street,Louisville,KY,40208
T4FM6YY,OTHER_WORK_CATEGORY,Albert Hardesty,Maintenance,,3.5,04/17/2023 08:00,04/17/2023 11:30,1,,10815 Alberta Drive,Hollyvilla,KY,40118
TJA91AI,APPLIANCES,Albert Hardesty,Maintenance,,3.0,04/17/2023 11:00,04/17/2023 14:00,1,,3918 Baymeadow Dr.,Louisville,KY,40258
TKZ1M3MB,PLUMBING,Albert Hardesty,Maintenance,,3.5,04/17/2023 14:00,04/17/2023 17:30,B5,,4604 Southern Parkway,Louisville,KY,40214
TQGMZEN,TOILET,Albert Hardesty,Maintenance,,2.5,04/17/2023 16:00,04/17/2023 18:30,2,,2147 Duncan Street,Louisville,KY,40212
TR9PK77,PLUMBING,Albert Hardesty,Maintenance,,2.5,04/17/2023 15:00,04/17/2023 17:30,1,,2513 Date Street,Louisville,KY,40210
TZDYHDL,PLUMBING,Albert Hardesty,Maintenance,,2.5,04/17/2023 12:00,04/17/2023 14:30,1,,1928 Youngland Avenue,Louisville,KY,40216
TR0NTF3,OTHER_WORK_CATEGORY,Mike Guelda,Appointment no show.,"Arrived at 8 am. 
Knocked repeatedly. 
No answer. 
Tagged door.",1.0,04/18/2023 08:00,04/18/2023 09:00,1,,127 North 39th Street,Louisville,KY,40212
TLWAU5BB,TOILET,Albert Hardesty,Maintenance,,2.0,04/18/2023 12:00,04/18/2023 14:00,2,,2147 Duncan Street,Louisville,KY,40212
T7KACL7,GENERAL,Albert Hardesty,Maintenance,,6.0,04/18/2023 12:00,04/18/2023 18:00,2,,2613 West Main Street,Louisville,KY,40212
TFPNVFDB,PEST_CONTROL,Albert Hardesty,Maintenance,,1.5,04/18/2023 15:30,04/18/2023 17:00,1,,2613 West Main Street,Louisville,KY,40212
TPCTLYT,APPLIANCES,Albert Hardesty,Maintenance,,2.0,04/18/2023 15:30,04/18/2023 17:30,1,,3918 Baymeadow Dr.,Louisville,KY,40258
TU1H58E,GENERAL,Mike Guelda,Multiple repairs,"Applied drywall mud to previously primed areas. 

Will need to return to sand and apply finishing coat.",1.5,04/19/2023 10:00,04/19/2023 11:30,1,,540 Dresden Avenue,Louisville,KY,40215
TW0NY46,GENERAL,Albert Hardesty,Maintenance,,5.0,04/19/2023 09:00,04/19/2023 14:00,2323,,2305 Rodman,Louisville,KY,40208
TXZ3NZ4,OTHER_WORK_CATEGORY,Albert Hardesty,Maintenance,,3.0,04/19/2023 14:00,04/19/2023 17:00,2321,,2305 Rodman,Louisville,KY,40208
TX41G3N,OTHER_WORK_CATEGORY,Albert Hardesty,Maintenance,,5.0,04/19/2023 14:00,04/19/2023 19:00,2321,,2305 Rodman,Louisville,KY,40208
TH1J0BV,APPLIANCES,Albert Hardesty,Maintenance,,2.0,04/19/2023 18:30,04/19/2023 20:30,1,,3918 Baymeadow Dr.,Louisville,KY,40258
T369I02,PLUMBING,Albert Hardesty,Maintenance,,3.0,04/19/2023 17:00,04/19/2023 20:00,2333,,2305 Rodman,Louisville,KY,40208
T5AZ3ZG,GENERAL,Albert Hardesty,Maintenance,,1.5,04/19/2023 08:00,04/19/2023 09:30,9,,160 West Blue Lick Road,Shepherdsville,KY,40165
T6UIQNK,WINDOWS,Mike Guelda,Window,"Removed broken window. 
Installed temporary board. 
Installed foam insulation between board and window. 

Will return with repaired window when it is completed.",2.0,04/20/2023 11:00,04/20/2023 13:00,4,,1710 Liberty Bell Way,Louisville,KY,40215
TAB6R3R,GENERAL,Albert Hardesty,Maintenance,,2.0,04/20/2023 08:00,04/20/2023 10:00,2321,,2305 Rodman,Louisville,KY,40208
TRWFYVF,ROOFING,Albert Hardesty,Maintenance,,4.5,04/20/2023 10:00,04/20/2023 14:30,1,,2209 7th Street Road,Louisville,KY,40208
TI74C0IB,PLUMBING,Albert Hardesty,Maintenance,,2.5,04/20/2023 14:00,04/20/2023 16:30,2305,,2305 Rodman,Louisville,KY,40208
TQE3PNB,ELECTRICAL,Albert Hardesty,Maintenance,,4.0,04/20/2023 15:00,04/20/2023 19:00,2333,,2305 Rodman,Louisville,KY,40208
TYP78DCB,GENERAL,Albert Hardesty,Maintenance,,1.5,04/20/2023 13:00,04/20/2023 14:30,2323,,2305 Rodman,Louisville,KY,40208
T015NGHB,GENERAL,Albert Hardesty,Maintenance,,1.5,04/20/2023 17:30,04/20/2023 19:00,B,,3645 Powell Avenue,Louisville,KY,40215
TZ1GUPQ,APPLIANCES,Albert Hardesty,Maintenance,,1.5,04/20/2023 09:00,04/20/2023 10:30,1,,1793 West Lee Street,Louisville,KY,40210
TC2GUGNB,HVAC,Albert Hardesty,Maintenance,,2.5,04/21/2023 08:00,04/21/2023 10:30,B12,,4604 Southern Parkway,Louisville,KY,40214
TDZT3C3,APPLIANCES,Albert Hardesty,Maintenance,,2.5,04/21/2023 10:00,04/21/2023 12:30,A15,,4604 Southern Parkway,Louisville,KY,40214
TEBL53X,APPLIANCES,Albert Hardesty,Maintenance,,1.0,04/21/2023 08:00,04/21/2023 09:00,V10,,3320 Bardstown Road,Louisville,KY,40218
TD47ATU,GENERAL,Albert Hardesty,Maintenance,,1.0,04/21/2023 08:00,04/21/2023 09:00,V10,,3320 Bardstown Road,Louisville,KY,40218
T8DDHTW,HVAC,Albert Hardesty,Maintenance,,3.0,04/21/2023 12:00,04/21/2023 15:00,5,,4901 Saddlebrook Lane,Louisville,KY,40216
TPZWHKR,GENERAL,Albert Hardesty,Maintenance,,4.0,04/21/2023 12:30,04/21/2023 16:30,5,,4903 Saddlebrook Lane,Louisville,KY,40216
T6NI74LB,GENERAL,Albert Hardesty,Maintenance,,1.5,04/21/2023 12:00,04/21/2023 13:30,5,,4902 Saddlebrook Lane,Louisville,KY,40216
TVJZ9HLB,CLEANING,Albert Hardesty,Maintenance,,3.0,04/21/2023 15:30,04/21/2023 18:30,1,,4901 Saddlebrook Lane,Louisville,KY,40216
TIWPBZE,ROOFING,Albert Hardesty,Maintenance,,3.5,04/21/2023 17:00,04/21/2023 20:30,B,,170 Gillette Avenue,Louisville,KY,40214
THLUEEJ,OTHER_WORK_CATEGORY,Albert Hardesty,Maintenance,,5.0,04/22/2023 08:00,04/22/2023 13:00,B,,170 Gillette Avenue,Louisville,KY,40214
TB2D2YN,GENERAL,Albert Hardesty,Maintenance,,2.5,04/22/2023 13:00,04/22/2023 15:30,2,,2613 West Main Street,Louisville,KY,40212
TL6570Y,GENERAL,Albert Hardesty,Maintenance,,2.5,04/22/2023 15:30,04/22/2023 18:00,9,,160 West Blue Lick Road,Shepherdsville,KY,40165
TA3XNFN,GENERAL,Albert Hardesty,Maintenance,,5.0,04/23/2023 08:00,04/23/2023 13:00,9,,160 West Blue Lick Road,Shepherdsville,KY,40165
TVM3U5B,PLUMBING,Albert Hardesty,Maintenance,,3.5,04/23/2023 13:00,04/23/2023 16:30,5,,210 West Blue Lick Road,Shepherdsville,KY,40165
T7N12N5,APPLIANCES,Mike Guelda,Refrigerator.,Delivered temporary replacement while we order a black refrigerator to match other appliances.,2.0,04/24/2023 08:00,04/24/2023 10:00,1,,6713 Stana Drive,Louisville,KY,40258
T6UIQNK,WINDOWS,Mike Guelda,Window reinstalled,Picked up repaired window and reinstalled into apartment 4.,1.5,04/24/2023 11:00,04/24/2023 12:30,4,,1710 Liberty Bell Way,Louisville,KY,40215
T2ZV79T,OTHER_WORK_CATEGORY,Albert Hardesty,Maintenance,,3.5,04/23/2023 14:00,04/23/2023 17:30,3,,160 West Blue Lick Road,Shepherdsville,KY,40165
TVHJH5HB,OTHER_WORK_CATEGORY,Albert Hardesty,Maintenance,,3.5,04/24/2023 14:00,04/24/2023 17:30,3,,160 West Blue Lick Road,Shepherdsville,KY,40165
TV7GFAN,GENERAL,Albert Hardesty,Maintenance,,7.5,04/24/2023 07:30,04/24/2023 15:00,9,,160 West Blue Lick Road,Shepherdsville,KY,40165
TR3F82IB,OTHER_WORK_CATEGORY,Albert Hardesty,Maintenance,,3.5,04/24/2023 15:00,04/24/2023 18:30,6,,160 West Blue Lick Road,Shepherdsville,KY,40165
TN53QEV,WATER_DAMAGE,Albert Hardesty,Maintenance,,3.0,04/24/2023 18:30,04/24/2023 21:30,1,,813 Laurel Drive,Jeffersonville,IN,47130
TZD3LGV,PLUMBING,Albert Hardesty,Maintenance,,3.0,04/25/2023 17:30,04/25/2023 20:30,2B,,306 Keeneland Drive,Elizabethtown,KY,42701
T1B6B5L,GENERAL,Albert Hardesty,Maintenance,,6.0,04/25/2023 08:00,04/25/2023 14:00,2,,2613 West Main Street,Louisville,KY,40212
TJA42YD,PLUMBING,Albert Hardesty,Maintenance,,3.0,04/25/2023 18:30,04/25/2023 21:30,607-4,,607 S 44th Street,Louisville,KY,40211
TI15KTN,PLUMBING,Albert Hardesty,Maintenance,,3.0,04/25/2023 18:30,04/25/2023 21:30,3,,4733 South 3rd Street,Louisville,KY,40214
TR4DN7K,APPLIANCES,Albert Hardesty,Maintenance,,2.0,04/26/2023 08:00,04/26/2023 10:00,1,,2322 West Chestnut Street,Louisville,KY,40211
TXXL29GB,OTHER_WORK_CATEGORY,Albert Hardesty,Maintenance,,3.5,04/26/2023 10:00,04/26/2023 13:30,1,,1780 Wilart Drive,Louisville,KY,40210
TJG63DX,PLUMBING,Albert Hardesty,Maintenance,,3.0,04/26/2023 15:00,04/26/2023 18:00,2,,8801 Malvern Hill Road,Louisville,KY,40242
T68LIQN,SEWER,Albert Hardesty,M,,2.5,04/26/2023 12:00,04/26/2023 14:30,1,,4204 St Charles Dr,Louisville,KY,40218
TGL4JGJB,GENERAL,Albert Hardesty,Maintenance,,1.5,04/26/2023 16:00,04/26/2023 17:30,3,,8801 Malvern Hill Road,Louisville,KY,40242
TA4FH5,GENERAL,Albert Hardesty,Maintenance,,2.5,04/26/2023 12:00,04/26/2023 14:30,2,,2613 West Main Street,Louisville,KY,40212
THPEPD7,APPLIANCES,Albert Hardesty,Maintenance,,3.0,04/26/2023 18:30,04/26/2023 21:30,1,,420 East Ormsby Avenue,Louisville,KY,40203
T3W2INV,OTHER_WORK_CATEGORY,Albert Hardesty,Maintenance,,2.5,04/26/2023 16:00,04/26/2023 18:30,1,,420 East Ormsby Avenue,Louisville,KY,40203
TNQDG2Y,APPLIANCES,Albert Hardesty,Maintenance,,3.0,04/27/2023 08:00,04/27/2023 11:00,1,,3918 Baymeadow Dr.,Louisville,KY,40258
TUJCBEGB,FLOORING,Albert Hardesty,Maintenance,,2.0,04/27/2023 10:00,04/27/2023 12:00,1,,7729 Bluebonnet Rd,Louisville,KY,40258
TDNJ1ZM,GENERAL,Albert Hardesty,Maintenance,,4.0,04/27/2023 12:00,04/27/2023 16:00,1,,4721 S 1st Street,Louisville,KY,40214
TLN4Q7GB,APPLIANCES,Albert Hardesty,Maintenance,,2.0,04/28/2023 08:00,04/28/2023 10:00,1,,3918 Baymeadow Dr.,Louisville,KY,40258
TRHWKL2,GENERAL,Albert Hardesty,Maintenance,,3.0,04/28/2023 10:00,04/28/2023 13:00,229,,4522 Winnrose Way,Louisville,KY,40211
TP7NIQGB,HVAC,Albert Hardesty,Maintenance,,2.0,04/28/2023 13:00,04/28/2023 15:00,131,,4522 Winnrose Way,Louisville,KY,40211
TA8QHLR,OTHER_WORK_CATEGORY,Albert Hardesty,Maintenance,,2.0,04/28/2023 15:00,04/28/2023 17:00,127,,4522 Winnrose Way,Louisville,KY,40211
TFBMV0F,ELECTRICAL,Albert Hardesty,Maintenance,,1.5,04/28/2023 11:00,04/28/2023 12:30,109,,4522 Winnrose Way,Louisville,KY,40211
T6K34LN,ELECTRICAL,Albert Hardesty,Maintenance,,1.5,04/28/2023 12:00,04/28/2023 13:30,112,,4522 Winnrose Way,Louisville,KY,40211
TI5346P,HVAC,Albert Hardesty,Maintenance,,2.5,04/28/2023 15:30,04/28/2023 18:00,2,,2322 West Chestnut Street,Louisville,KY,40211
T6XZUNE,GENERAL,Albert Hardesty,Maintenance,,9.0,04/29/2023 08:00,04/29/2023 17:00,B,,3645 Powell Avenue,Louisville,KY,40215
TEIZH0FB,GENERAL,Albert Hardesty,Maintenance,,12.5,05/01/2023 08:00,05/01/2023 20:30,B,,3645 Powell Avenue,Louisville,KY,40215
TEJC4JJ,GENERAL,Albert Hardesty,Maintenance,,9.0,05/02/2023 08:00,05/02/2023 17:00,3,,253 Cecil Avenue,Louisville,KY,40212
T39VP4LB,PLUMBING,Albert Hardesty,Maintenance,,1.5,05/02/2023 17:00,05/02/2023 18:30,1,,1208 Queen Avenue,Louisville,KY,40215
TEIZH0FB,GENERAL,Albert Hardesty,Maintenance,,1.5,05/02/2023 08:00,05/02/2023 09:30,B,,3645 Powell Avenue,Louisville,KY,40215
T29RY89,GENERAL,Albert Hardesty,Maintenance,,1.5,05/02/2023 08:00,05/02/2023 09:30,B,,3645 Powell Avenue,Louisville,KY,40215
TQ7R5I,GENERAL,Albert Hardesty,Maintenance,,3.5,05/03/2023 08:00,05/03/2023 11:30,205,,2430 McKindree Ct,Louisville,KY,40211
TG5TVC,GENERAL,Albert Hardesty,Maintenance,,3.0,05/03/2023 11:30,05/03/2023 14:30,2430-202,,2430 McKindree Ct,Louisville,KY,40211
TXUM573,OTHER_WORK_CATEGORY,Albert Hardesty,Maintenance,,3.0,05/03/2023 14:30,05/03/2023 17:30,2420-109,,2430 McKindree Ct,Louisville,KY,40211
T5WPHJK,GENERAL,Albert Hardesty,Maintenance,,1.5,05/03/2023 16:00,05/03/2023 17:30,2420-109,,2430 McKindree Ct,Louisville,KY,40211
TDUE2Y3,GENERAL,Albert Hardesty,Maintenance,,4.5,05/03/2023 16:00,05/03/2023 20:30,3,,8801 Malvern Hill Road,Louisville,KY,40242
TYIXA9IB,PLUMBING,Albert Hardesty,Maintenance,,2.0,05/03/2023 19:30,05/03/2023 21:30,1,,12513 East Orell Road,Louisville,KY,40272
TXIQQBT,GENERAL,Albert Hardesty,Maintenance,,1.5,05/04/2023 10:00,05/04/2023 11:30,2430-202,,2430 McKindree Ct,Louisville,KY,40211
TCE695Q,PLUMBING,Albert Hardesty,Maintenance,,2.5,05/04/2023 08:00,05/04/2023 10:30,109,,4522 Winnrose Way,Louisville,KY,40211
T8D2ZAL,GENERAL,Albert Hardesty,Maintenance,,2.0,05/04/2023 10:30,05/04/2023 12:30,116,,4522 Winnrose Way,Louisville,KY,40211
TB2F0CCB,OTHER_WORK_CATEGORY,Albert Hardesty,Maintenance,,1.5,05/04/2023 12:00,05/04/2023 13:30,226,,4522 Winnrose Way,Louisville,KY,40211
TVL1LUZ,PLUMBING,Albert Hardesty,Maintenance,,1.5,05/04/2023 11:00,05/04/2023 12:30,131,,4522 Winnrose Way,Louisville,KY,40211
TFUJWA7,TOILET,Albert Hardesty,Maintenance,,1.5,05/04/2023 13:30,05/04/2023 15:00,108,,4522 Winnrose Way,Louisville,KY,40211
TARRUI3,PLUMBING,Albert Hardesty,Maintenance,,2.0,05/04/2023 14:00,05/04/2023 16:00,111,,4522 Winnrose Way,Louisville,KY,40211
T2RRK9K,PLUMBING,Albert Hardesty,Maintenance,,2.0,05/04/2023 15:00,05/04/2023 17:00,118,,4522 Winnrose Way,Louisville,KY,40211
TDRZLQI,DOORS,Albert Hardesty,Maintenance,,2.5,05/04/2023 16:30,05/04/2023 19:00,4,,4408 S. 1st St.,Louisville,KY,40214
TL0CXP3,DOORS,Albert Hardesty,Maintenance,,1.5,05/05/2023 10:00,05/05/2023 11:30,1A,,300 Keeneland Drive,Elizabethtown,KY,42701
TZ1GY4Z,ELECTRICAL,Albert Hardesty,Maintenance,,3.0,05/05/2023 09:00,05/05/2023 12:00,1,,621 Westport Road,Elizabethtown,KY,42701
TWZACVL,OTHER_WORK_CATEGORY,Albert Hardesty,Maintenance,,2.5,05/05/2023 08:00,05/05/2023 10:30,12,,621 Westport Road,Elizabethtown,KY,42701
TZHMQ3T,GENERAL,Albert Hardesty,Maintenance,,2.5,05/05/2023 12:00,05/05/2023 14:30,Unit 1,,9418 Chambers Way,Louisville,KY,40229
TCIV9D5,DOORS,Albert Hardesty,Maintenance,,2.0,05/05/2023 17:30,05/05/2023 19:30,7,,7607 Garrison Road,Louisville,KY,40214
TA7A1W3,PLUMBING,Albert Hardesty,Maintenance,,2.5,05/05/2023 16:00,05/05/2023 18:30,1,,253 Cecil Avenue,Louisville,KY,40212
T57VDLMB,GENERAL,Albert Hardesty,Maintenance,,2.5,05/06/2023 10:00,05/06/2023 12:30,3,,8801 Malvern Hill Road,Louisville,KY,40242
T2A91CC,GENERAL,Albert Hardesty,Maintenance,,1.5,05/06/2023 08:00,05/06/2023 09:30,2331,,2305 Rodman,Louisville,KY,40208
T2XMWY3,GENERAL,Albert Hardesty,Maintenance,,3.0,05/08/2023 08:00,05/08/2023 11:00,12,,4728 Southern Parkway,Louisville,KY,40214
T18F9VLB,WINDOWS,Albert Hardesty,Maintenance,,2.0,05/08/2023 11:00,05/08/2023 13:00,13,,4730 Southern Parkway,Louisville,KY,40214
TN1D4F8,OTHER_WORK_CATEGORY,Albert Hardesty,Maintenance,,2.0,05/08/2023 13:00,05/08/2023 15:00,A15,,4604 Southern Parkway,Louisville,KY,40214
TBBJQVU,DOORS,Albert Hardesty,Maintenance,,1.5,05/08/2023 09:00,05/08/2023 10:30,12,,4728 Southern Parkway,Louisville,KY,40214
T0JQNT1,OTHER_WORK_CATEGORY,Albert Hardesty,Maintenance,,2.5,05/08/2023 14:00,05/08/2023 16:30,2,,4315 Southern Parkway,Louisville,KY,40214
TJVCRVG,PLUMBING,Albert Hardesty,Maintenance,,3.0,05/09/2023 15:00,05/09/2023 18:00,4,,4909 Saddlebrook Lane,Louisville,KY,40216
TMB4UPGB,PLUMBING,Albert Hardesty,Maintenance,,1.5,05/09/2023 08:00,05/09/2023 09:30,1,,1208 Queen Avenue,Louisville,KY,40215
T76JBHNB,OTHER_WORK_CATEGORY,Albert Hardesty,Maintenance,,1.5,05/09/2023 14:00,05/09/2023 15:30,1,,420 East Ormsby Avenue,Louisville,KY,40203
TAFI0IBB,GENERAL,Albert Hardesty,Maintenance,,7.0,05/09/2023 12:00,05/09/2023 19:00,5,,4902 Saddlebrook Lane,Louisville,KY,40216
T9G2IAU,ELECTRICAL,Albert Hardesty,Maintenance,,2.5,05/10/2023 14:00,05/10/2023 16:30,4,,8801 Malvern Hill Road,Louisville,KY,40242
T2G2FCNB,APPLIANCES,Albert Hardesty,Maintenance,,1.5,05/10/2023 10:00,05/10/2023 11:30,4,,2513 Dixie Highway,Louisville,KY,40216
TG8XWPR,PLUMBING,Albert Hardesty,Maintenance,,2.5,05/10/2023 12:00,05/10/2023 14:30,4,,4902 Saddlebrook Lane,Louisville,KY,40216
TRFF0Q6,TOILET,Albert Hardesty,Maintenance,,2.5,05/10/2023 13:00,05/10/2023 15:30,102,,4522 Winnrose Way,Louisville,KY,40211
T0TTB7GB,EXTERIOR,Albert Hardesty,Maintenance,,4.5,05/10/2023 08:00,05/10/2023 12:30,102,,4522 Winnrose Way,Louisville,KY,40211
T2TT4J6,GENERAL,Albert Hardesty,Maintenance,,1.5,05/10/2023 17:30,05/10/2023 19:00,5,,4902 Saddlebrook Lane,Louisville,KY,40216
TD77JF2,FLOORING,Albert Hardesty,Maintenance,,2.0,05/10/2023 15:00,05/10/2023 17:00,4,,8801 Malvern Hill Road,Louisville,KY,40242
TRY3BLG,TOILET,Albert Hardesty,Maintenance,,2.0,05/11/2023 18:00,05/11/2023 20:00,129,,4522 Winnrose Way,Louisville,KY,40211
TK67QCG,PLUMBING,Albert Hardesty,Maintenance,,1.5,05/11/2023 17:00,05/11/2023 18:30,131,,4522 Winnrose Way,Louisville,KY,40211
T2NYZC9,EXTERIOR,Albert Hardesty,Maintenance,,8.0,05/11/2023 08:00,05/11/2023 16:00,1,,6707 Fenske Ln,Louisville,KY,40258
TV6EZE3,ELECTRICAL,Albert Hardesty,Maintenance,,1.5,05/11/2023 16:00,05/11/2023 17:30,1,,6707 Fenske Ln,Louisville,KY,40258
TC86ATU,WATER_DAMAGE,Albert Hardesty,Maintenance,,1.5,05/12/2023 08:00,05/12/2023 09:30,3,,12511 East Orell Road,Louisville,KY,40272
TKNVEL8,OTHER_WORK_CATEGORY,Albert Hardesty,Maintenance,,3.0,05/12/2023 09:00,05/12/2023 12:00,4,,12511 East Orell Road,Louisville,KY,40272
TRJ79KJ,BLINDS_WINDOW_TREATMENTS,Albert Hardesty,Maintenance,,2.0,05/12/2023 12:00,05/12/2023 14:00,4,,12611 East Orell Road,Louisville,KY,40272
T6KCDNF,OTHER_WORK_CATEGORY,Albert Hardesty,Maintenance,,2.0,05/12/2023 14:00,05/12/2023 16:00,1,,4728 Southern Parkway,Louisville,KY,40214
TQLVTN5,PLUMBING,Albert Hardesty,Maintenance,,2.5,05/12/2023 14:00,05/12/2023 16:30,2,,1709 Valley Forge Way,Louisville,KY,40215
TI6IHPCB,HVAC,Albert Hardesty,Maintenance,,2.5,05/12/2023 14:30,05/12/2023 17:00,1,,4730 Southern Parkway,Louisville,KY,40214
TYT7QZC,HVAC,Albert Hardesty,Maintenance,,2.5,05/12/2023 14:30,05/12/2023 17:00,7,,4730 Southern Parkway,Louisville,KY,40214
TBMHCMX,OTHER_WORK_CATEGORY,Albert Hardesty,Maintenance,,2.0,05/13/2023 12:00,05/13/2023 14:00,1,,5219 Garden Green Way,Louisville,KY,40218
TPNFU3LB,OTHER_WORK_CATEGORY,Albert Hardesty,Maintenance,,2.0,05/13/2023 14:00,05/13/2023 16:00,1,,5212 Terrace Green Circle,Louisville,KY,40218
TFT6HNLB,PLUMBING,Albert Hardesty,Maintenance,,2.0,05/13/2023 16:00,05/13/2023 18:00,4,,12511 East Orell Road,Louisville,KY,40272
TNN6V6U,WATER_HEATER,Albert Hardesty,Maintenance,,2.0,05/13/2023 16:00,05/13/2023 18:00,1,,1744 Dixdale Avenue,Louisville,KY,40210
TE6R2U7,OTHER_WORK_CATEGORY,Albert Hardesty,Maintenance,,1.5,05/15/2023 08:00,05/15/2023 09:30,1,,10816 Symington Circle,Louisville,KY,40241
T045A5Q,GENERAL,Albert Hardesty,Maintenance,,2.5,05/15/2023 09:30,05/15/2023 12:00,3,,8801 Malvern Hill Road,Louisville,KY,40242
T9BLY6JB,GENERAL,Albert Hardesty,Maintenance,,1.5,05/15/2023 12:30,05/15/2023 14:00,1,,12615 East Orell Road,Louisville,KY,40272
T49UGIB,GARBAGE_DISPOSAL,Albert Hardesty,Maintenance,,3.0,05/15/2023 14:00,05/15/2023 17:00,10B,,402 N. Hite Ave,Louisville,KY,40206
T8P74HKB,PLUMBING,Albert Hardesty,Maintenance,,3.5,05/15/2023 20:00,05/15/2023 23:30,2420-110,,2430 McKindree Ct,Louisville,KY,40211
TG0M2KR,APPLIANCES,Albert Hardesty,Maintenance,,1.5,05/15/2023 17:30,05/15/2023 19:00,1,,127 North 39th Street,Louisville,KY,40212
TV778Y1,TOILET,Albert Hardesty,Maintenance,,2.5,05/16/2023 08:00,05/16/2023 10:30,613-8,,607 S 44th Street,Louisville,KY,40211
TFMHLZL,PLUMBING,Albert Hardesty,Maintenance,,2.5,05/16/2023 10:00,05/16/2023 12:30,613-6,,607 S 44th Street,Louisville,KY,40211
TFMHLZL,PLUMBING,Albert Hardesty,Maintenance,,1.0,05/15/2023 23:00,05/16/2023 00:00,613-6,,607 S 44th Street,Louisville,KY,40211
TH02MTM,DRYWALL,Albert Hardesty,Maintenance,,3.0,05/16/2023 11:00,05/16/2023 14:00,3,,12511 East Orell Road,Louisville,KY,40272
TNPIMRAB,WATER_DAMAGE,Albert Hardesty,Maintenance,,2.5,05/16/2023 14:00,05/16/2023 16:30,3,,12511 East Orell Road,Louisville,KY,40272
TCRLBBI,PLUMBING,Albert Hardesty,Maintenance,,2.0,05/16/2023 14:00,05/16/2023 16:00,1,,12611 East Orell Road,Louisville,KY,40272
T35Z5VMB,HVAC,Albert Hardesty,Maintenance,,2.0,05/17/2023 15:00,05/17/2023 17:00,2A,,402 N. Hite Ave,Louisville,KY,40206
T0G1VJJB,HVAC,Albert Hardesty,Maintenance,,1.5,05/17/2023 17:00,05/17/2023 18:30,6A,,402 N. Hite Ave,Louisville,KY,40206
TCA159D,DOORS,Albert Hardesty,Maintenance,,2.0,05/17/2023 16:00,05/17/2023 18:00,1B,,402 N. Hite Ave,Louisville,KY,40206
TWXIWBX,HVAC,Albert Hardesty,Maintenance,,3.0,05/17/2023 12:00,05/17/2023 15:00,1A,,402 N. Hite Ave,Louisville,KY,40206
TQMQRJN,GENERAL,Albert Hardesty,Maintenance,,7.0,05/17/2023 08:00,05/17/2023 15:00,102,,1743 Culbertson Avenue,New Albany,IN,47150
T0DV91LB,APPLIANCES,Albert Hardesty,Maintenance,,2.0,05/18/2023 08:00,05/18/2023 10:00,V10,,3320 Bardstown Road,Louisville,KY,40218
TKH34PU,GENERAL,Albert Hardesty,Maintenance,,4.0,05/18/2023 10:00,05/18/2023 14:00,V10,,3320 Bardstown Road,Louisville,KY,40218
TFK10HN,DOORS,Albert Hardesty,Maintenance,,1.5,05/18/2023 18:00,05/18/2023 19:30,1,,731 Sutcliffe Avenue,Louisville,KY,40211
T91QZL1,OTHER_WORK_CATEGORY,Albert Hardesty,Maintenance,,2.0,05/18/2023 17:00,05/18/2023 19:00,1,,1208 Queen Avenue,Louisville,KY,40215
TW4VAY3,PLUMBING,Albert Hardesty,Maintenance,,2.0,05/18/2023 14:00,05/18/2023 16:00,1,,1208 Queen Avenue,Louisville,KY,40215
T2CH2PM,PLUMBING,Albert Hardesty,Maintenance,,3.5,05/18/2023 15:00,05/18/2023 18:30,1,,1208 Queen Avenue,Louisville,KY,40215
T9VV7YX,PLUMBING,Albert Hardesty,Maintenance,,1.5,05/18/2023 20:00,05/18/2023 21:30,1,,2705 Butler Road,Louisville,KY,40216
T7WXEDT,WINDOWS,Albert Hardesty,Maintenance,,2.5,05/19/2023 08:00,05/19/2023 10:30,3,,160 West Blue Lick Road,Shepherdsville,KY,40165
TVM1L1D,OTHER_WORK_CATEGORY,Albert Hardesty,Maintenance,,3.5,05/19/2023 10:30,05/19/2023 14:00,1,,118 Daryl Ct,Louisville,KY,40214
THNTMQ5,PLUMBING,Albert Hardesty,Maintenance,,3.5,05/19/2023 13:30,05/19/2023 17:00,1,,4530 South 1st Street,Louisville,KY,40214
THLDLJCB,PLUMBING,Albert Hardesty,Maintenance,,2.5,05/19/2023 17:30,05/19/2023 20:00,2A,,402 N. Hite Ave,Louisville,KY,40206
TY7U684,PLUMBING,Albert Hardesty,Maintenance,,2.0,05/20/2023 08:00,05/20/2023 10:00,125,,4522 Winnrose Way,Louisville,KY,40211
