Meld,Quantity,Price,Total,Description,Creation Date,Unit,Property Name,Address line 1,City,State,Postal code
,1.00,72.00,72.0000,Supplies,,1,,2831 West Muhammad Ali Boulevard,Louisville,KY,40212
T6G60ET,,,557.00,"Repaired front storm door 
Removed broken window 
Boarded up window
Removed dead mice 

Window will be in on Thursday 

On Saturday we was able to go under the house and look at damages 
Sub floor and floor joist are rotten and deteriorated 
The main beam and floor joist are connected to the guest bathroom and the kitchen area at this time the toilet is being leveled out by plywood done by the previous maintenance floor and bathroom and kitchen both have lean 

There are two HVAC systems in this unit. We will need Allstate to come out.
Multiple areas in the dining room and bedroom area have water damage. Tenant states that there was rodents that gotten into the upstairs where the HVAC system is shorted out HVAC system multiple areas. Ceiling damage was caused by water from the condensate line.

Once we get owner approval, we will schedule for drywall repairs and other repairs for section 8

The back deck has loose paint will need to be scraped and possibly paint it if owner approves

Soffit on front area of house is loose needs repaired
Hole next to electrical panel needs to be filled
Broken window we have a boarded up at the moment
Front door repairs
Kitchen cabinet repairs
Master bath the tub has a crack. This is a garden tub.
Bathroom light need repaired
Bathroom door drags at the top
Guest bathroom Toilet is propped up with plywood as large gap
Guest bathroom Unfinished drywall around toilet and shower area
Guest bathroom needs shower caulked
Was not able to walk whole unit at this time 
Living Room window don’t lock or stay up 
Exhaust fan in bathroom doesn’t work 
Vanity faucet needs repaired 
Closet in master bedroom needs ceiling reinstalled old ceiling feel down due to water from condensation drain line per tenant 
Living hallway has flooring piped up 
I will clone this meld office will schedule for repairs",05/27/2023 07:37,1,,2623 Wingfield Lane - 1,Louisville,KY,40210
,2.00,65.00,130.0000,Sub floor and floor joist are rotten and deteriorated  The main beam and floor joist are connected to the guest bathroom and the kitchen area at this time the toilet is being leveled out by plywood done by the previous maintenance floor and bathroom and kitchen both have lean,,1,,2623 Wingfield Lane - 1,Louisville,KY,40210
,3.00,65.00,195.0000,Repaired front storm door  Removed broken window  Boarded up window Removed dead mice,,1,,2623 Wingfield Lane - 1,Louisville,KY,40210
,3.00,25.00,75.0000,2nd tech's labor,,1,,2623 Wingfield Lane - 1,Louisville,KY,40210
,2.00,25.00,50.0000,2nd tech's labor,,1,,2623 Wingfield Lane - 1,Louisville,KY,40210
,1.00,25.00,25.0000,Supplies,,1,,2623 Wingfield Lane - 1,Louisville,KY,40210
,1.00,82.00,82.0000,Supplies,,1,,2623 Wingfield Lane - 1,Louisville,KY,40210
TYUBDKAB,,,386.00,Repaired shower faucet and tub drain,05/27/2023 07:40,6,,4902 Saddlebrook Lane - 6,Louisville,KY,40216
,3.50,65.00,227.5000,Repaired shower faucet and tub drain,,6,,4902 Saddlebrook Lane - 6,Louisville,KY,40216
,3.50,25.00,87.5000,2nd tech's labor,,6,,4902 Saddlebrook Lane - 6,Louisville,KY,40216
,1.00,71.00,71.0000,Supplies,,6,,4902 Saddlebrook Lane - 6,Louisville,KY,40216
T2KH4MX,,,333.00,"Found leak behind water heater 
Repaired leak 
Sending Delex cleaning for water in unit 2A and 3A",05/27/2023 07:46,A3,,4604 Southern Parkway - A3,Louisville,KY,40214
,3.00,65.00,195.0000,Found leak behind water heater  Repaired leak  Sending Delex cleaning for water in unit 2A and 3A,,A3,,4604 Southern Parkway - A3,Louisville,KY,40214
,3.00,25.00,75.0000,2nd tech's labor,,A3,,4604 Southern Parkway - A3,Louisville,KY,40214
,1.00,63.00,63.0000,Supplies,,A3,,4604 Southern Parkway - A3,Louisville,KY,40214
T8K7X6D,,,134.00,"Passed inspection 
Keys are at office",05/27/2023 07:50,5,,4902 Saddlebrook Lane - 5,Louisville,KY,40216
,2.00,67.00,134.0000,Passed inspection,,5,,4902 Saddlebrook Lane - 5,Louisville,KY,40216
TF36QRHB,,,272.00,"Repaired thermostat had lose wire 
Repaired toilet",05/29/2023 13:02,109,,4522 Winnrose Way 109,Louisville,KY,40211
,2.00,97.00,194.0000,Repaired thermostat had lose wire  Repaired toilet,,109,,4522 Winnrose Way 109,Louisville,KY,40211
,2.00,25.00,50.0000,2nd tech's labor,,109,,4522 Winnrose Way 109,Louisville,KY,40211
,1.00,28.00,28.0000,Supplies,,109,,4522 Winnrose Way 109,Louisville,KY,40211
TQ4WIUJ,,,595.00,"Installed ac window unit in bedroom secured window
Repaired plug for ac",05/29/2023 13:09,114,,4522 Winnrose Way 114,Louisville,KY,40211
,2.00,97.50,195.0000,Installed ac window unit in bedroom secured window Repaired plug for ac,,114,,4522 Winnrose Way 114,Louisville,KY,40211
,2.00,25.00,50.0000,2nd tech's labor,,114,,4522 Winnrose Way 114,Louisville,KY,40211
,1.00,350.00,350.0000,Supplies,,114,,4522 Winnrose Way 114,Louisville,KY,40211
TH6N2I7,,,248.00,"Repaired front door installed closer 
Was not able to walk unit for section8 I did walk the rest of the building I will walk unit on Tuesday 
Handrail is loss top and bottom 
Close access on 2nd floor 
Ac disconnect boxes needs dead plate 
Unit 15 the breaker is out for the ac 
Remove old smoke alarm 
On 1st floor 
Plug is loss of the wall on 2nd floor 
Light missing cover on 1st floor by front door",05/29/2023 13:18,8,,7604 Garrison Road - 8,Louisville,KY,40214
,2.00,65.00,130.0000,Section 8 repairs,,8,,7604 Garrison Road - 8,Louisville,KY,40214
,2.00,25.00,50.0000,2nd tech's labor,,8,,7604 Garrison Road - 8,Louisville,KY,40214
,1.00,68.00,68.0000,Supplies,,8,,7604 Garrison Road - 8,Louisville,KY,40214
TK5QDJY,,,255.00,,05/29/2023 13:37,1,,3912 East Pages Ln.,Louisville,KY,40272
,1.00,60.00,60.0000,Materials,,1,,3912 East Pages Ln.,Louisville,KY,40272
,3.00,65.00,195.0000,Replaced seats in stem and repair faucet,,1,,3912 East Pages Ln.,Louisville,KY,40272
TJIBH2FB,,,207.50,,05/29/2023 13:40,1,,927 North Lakeview Drive,Louisville,KY,40229
,1.00,45.00,45.0000,Materials,,1,,927 North Lakeview Drive,Louisville,KY,40229
,2.50,65.00,162.5000,Repair gutter fill holes so mice can’t enter unit,,1,,927 North Lakeview Drive,Louisville,KY,40229
TQ99ZMH,,,197.50,,05/29/2023 13:42,1,,5219 Garden Green Way,Louisville,KY,40218
,1.00,35.00,35.0000,Materials,,1,,5219 Garden Green Way,Louisville,KY,40218
,2.50,65.00,162.5000,250 to repair storm window and it will also need electrician to find short in wall also plumber will need to snake drain,,1,,5219 Garden Green Way,Louisville,KY,40218
T9IALPDB,,,97.50,"Error code on furnace indicating bad transformer on condenser. 
Referral to Allstate.",05/29/2023 19:28,1,,8003 Grenelle Drive,Louisville,KY,40228
,1.50,65.00,97.5000,Labor,,1,,8003 Grenelle Drive,Louisville,KY,40228
TD6KALP,,,198.00,,05/30/2023 09:52,1,,4903 Saddlebrook Lane - 1,Louisville,KY,40216
,1.00,68.00,68.0000,Materials,,1,,4903 Saddlebrook Lane - 1,Louisville,KY,40216
,2.00,65.00,130.0000,Labor/Replace drain washer also installed door sweep,,1,,4903 Saddlebrook Lane - 1,Louisville,KY,40216
TLXF84FB,,,65.00,,05/30/2023 10:40,2,,4902 Saddlebrook Lane - 2,Louisville,KY,40216
,1.00,65.00,65.0000,Replaced mailbox lock,,2,,4902 Saddlebrook Lane - 2,Louisville,KY,40216
T0ZR3VBB,,,112.50,"Filled hole/dent in frame with tub surround adhesive caulk. 
Caulked around frame and filled hole in ceiling.",05/30/2023 11:17,A1,,4604 Southern Parkway - A1,Louisville,KY,40214
,1.50,65.00,97.5000,Labor,,A1,,4604 Southern Parkway - A1,Louisville,KY,40214
,1.00,15.00,15.0000,Caulk.,,A1,,4604 Southern Parkway - A1,Louisville,KY,40214
T42BTGJ,,,312.50,"Toilet not getting proper flow due to calcium deposits. Visible in picture around water port. 

Replaced toilet with new round seat toilet. Disposed of old toilet. 

Clean up.",05/30/2023 13:15,18,,1601 Gagel Avenue - 18,Louisville,KY,40216
,2.50,65.00,162.5000,Labor,,18,,1601 Gagel Avenue - 18,Louisville,KY,40216
,1.00,130.00,130.0000,Toilet kit. Includes toilet and all hardware.,,18,,1601 Gagel Avenue - 18,Louisville,KY,40216
,1.00,20.00,20.0000,Plastic tote. (used to dispose of old toilet),,18,,1601 Gagel Avenue - 18,Louisville,KY,40216
TWJ6KDL,,,143.29,"Turned off water, supply lines, removed, and replaced seals and o-rings on valve stems. Reassembled.",05/30/2023 15:08,16,,111 E O'Bryan Avenue-16,Bardstown,KY,40004
,2.00,65.00,130.0000,Labor,,16,,111 E O'Bryan Avenue-16,Bardstown,KY,40004
,1.00,13.29,13.2900,"Materials: Faucet, grease, seats, and springs, O rings",,16,,111 E O'Bryan Avenue-16,Bardstown,KY,40004
TBJNBNQ,,,135.42,Removed old blinds and installed new ones. Tenant said they only needed two blinds.,05/30/2023 15:32,42,,111 E O'Bryan Avenue-42,Bardstown,KY,40004
,1.00,37.92,37.9200,Materials: blinds,,42,,111 E O'Bryan Avenue-42,Bardstown,KY,40004
,1.50,65.00,97.5000,Labor,,42,,111 E O'Bryan Avenue-42,Bardstown,KY,40004
TKM1W4MB,,,65.00,Opened lock. Keyed to E. Gave tenant 2 keys.,05/30/2023 17:14,127,,4524 Winnrose Way 127,Louisville,KY,40211
,1.00,65.00,65.0000,Labor charge back.,,127,,4524 Winnrose Way 127,Louisville,KY,40211
TATB9GG,,,200.00,"Had multiple copies of entry door keys made. 
Delivered copy of 1429 key to unit 2. 

Delivered copy of 1431 to unit 1. 

Noticed deadbolt at 1431 was sticking and very difficult to open.
Replaced with new deadbolt and keyed to current key. 
Dropped one of each key into lock box behind 1429.",05/30/2023 17:17,1,,1431 Nightingale Road - 1,Louisville,KY,40213
,2.00,65.00,130.0000,Labor,,1,,1431 Nightingale Road - 1,Louisville,KY,40213
,1.00,50.00,50.0000,Deadbolt,,1,,1431 Nightingale Road - 1,Louisville,KY,40213
,1.00,20.00,20.0000,Keys,,1,,1431 Nightingale Road - 1,Louisville,KY,40213
TKEQX43,,,220.00,"Took out garbage disposal installed new sink basket 
Unclogged drain to dishwasher 
Repaired dishwasher latch",05/30/2023 18:35,1B,,304 Keeneland Drive - 1B,Elizabethtown,KY,42701
,2.00,65.00,130.0000,Took out garbage disposal installed new sink basket  Unclogged drain to dishwasher  Repaired dishwasher latch,,1B,,304 Keeneland Drive - 1B,Elizabethtown,KY,42701
,2.00,25.00,50.0000,2nd tech's labor,,1B,,304 Keeneland Drive - 1B,Elizabethtown,KY,42701
,1.00,40.00,40.0000,Supplies,,1B,,304 Keeneland Drive - 1B,Elizabethtown,KY,42701
T1TWCBN,,,223.00,Installed new GFIs breaker,05/30/2023 18:38,1A,,302 Keeneland Drive - 1A,Elizabethtown,KY,42701
,2.00,65.00,130.0000,Installed new GFIs breaker,,1A,,302 Keeneland Drive - 1A,Elizabethtown,KY,42701
,1.00,25.00,25.0000,2nd tech's labor,,1A,,302 Keeneland Drive - 1A,Elizabethtown,KY,42701
,1.00,68.00,68.0000,Supplies,,1A,,302 Keeneland Drive - 1A,Elizabethtown,KY,42701
T21H5X6,,,258.00,"Worked on dishwasher it needs new timer and ejection waste pump it would be cheaper to install new dishwasher 
Request for new dishwasher 
Installed new vent for dryer 
Looked at back door 

The bushes need trimmed 
There are tree limbs that are laying on gutter and roof line",05/30/2023 18:47,7,,621 Westport Road,Elizabethtown,KY,42701
,2.00,25.00,50.0000,2nd tech's labor,,7,,621 Westport Road,Elizabethtown,KY,42701
,2.00,65.00,130.0000,Worked on dishwasher it needs new timer and ejection waste pump it would be cheaper to install new dishwasher  Request for new dishwasher  Installed new vent for dryer  Looked at back door,,7,,621 Westport Road,Elizabethtown,KY,42701
,1.00,78.00,78.0000,Supplies,,7,,621 Westport Road,Elizabethtown,KY,42701
T1DUWEP,,,146.25,Unlocked deadbolt. Rekeyed to F key. Left keys in mailbox.,05/30/2023 19:12,3944-2,,3944 South 3rd Street - 2,Louisville,KY,40214
,1.50,97.50,146.2500,Labor emergency overtime charge back,,3944-2,,3944 South 3rd Street - 2,Louisville,KY,40214
TEAJZCD,,,158.00,"Repaired vent stack for hvac 
Walked unit with inspector passed inspection took keys to office",05/30/2023 20:05,9,,160 West Blue Lick Road - 9,Shepherdsville,KY,40165
,2.00,65.00,130.0000,Repaired vent stack for hvac  Walked unit with inspector passed inspection took keys to office,,9,,160 West Blue Lick Road - 9,Shepherdsville,KY,40165
,1.00,28.00,28.0000,Supplies,,9,,160 West Blue Lick Road - 9,Shepherdsville,KY,40165
TB4UUNJB,,,231.00,"Repaired faucet installed new stem 
Repaired drain installed new slip nut and washer",05/30/2023 20:08,3,,160 West Blue Lick Road - 3,Shepherdsville,KY,40165
,2.00,65.00,130.0000,Repaired faucet installed new stem  Repaired drain installed new slip nut and washer,,3,,160 West Blue Lick Road - 3,Shepherdsville,KY,40165
,3.00,25.00,75.0000,2nd tech's labor,,3,,160 West Blue Lick Road - 3,Shepherdsville,KY,40165
,1.00,26.00,26.0000,Supplies,,3,,160 West Blue Lick Road - 3,Shepherdsville,KY,40165
TW5143BB,,,152.00,"Changed lock on front main door to building to a U key 
Taped a key on each unit door",05/30/2023 20:11,1,,12615 East Orell Road - 1,Louisville,KY,40272
,1.50,65.00,97.5000,Changed lock on front main door to building to a U key  Taped a key on each unit door,,1,,12615 East Orell Road - 1,Louisville,KY,40272
,1.50,25.00,37.5000,2nd tech's labor,,1,,12615 East Orell Road - 1,Louisville,KY,40272
,1.00,17.00,17.0000,Supplies,,1,,12615 East Orell Road - 1,Louisville,KY,40272
TDV2ABX,,,267.00,"Walked unit for section8 inspection 
Had to install new thermocouple in the water heater  
Repaired back porch light on back of building 

Owner guys had to repair the soffit on the left side of building 
There was birds  in it",05/30/2023 20:15,1,,12615 East Orell Road - 1,Louisville,KY,40272
,2.50,65.00,162.5000,Walked unit for section8 inspection  Had to install new thermocouple in the water heater   Repaired back porch light on back of building,,1,,12615 East Orell Road - 1,Louisville,KY,40272
,2.50,25.00,62.5000,2nd tech's labor,,1,,12615 East Orell Road - 1,Louisville,KY,40272
,1.00,42.00,42.0000,Supplies,,1,,12615 East Orell Road - 1,Louisville,KY,40272
TNFYINDB,,,135.00,"Unit smells like smoke from previous fire, 
Living room area 
Two plugs with hot and neutral  reverse 
Refrigerator needs leveling 
Oven needs light repair 
Install sink strainers 
Fill holes underneath base cabinet around plumbing 
Hallway doors needs hardware 
Water heater closet needs drywall holes repaired 
Install cover for combustion chamber on water heater
Cap off old gas line 
Remove old co2 alarm 
Toilet is not mounted properly 
Tub spout and surround needs caulked
Bathroom GFI has lots of smoke residue from previous fire
Cleaned dust out of mechanical closet. 
HVAC does not work.


Common areas
Handrail is luge
Upstairs banister is loose
Cover access hole to attic
Repair loose plug on second floor
Repaires light fixture missing globe
Remove old smoke alarms on first floor
Unit 15. The AC disconnect box was open with the breaker out.
Couple of disconnect boxes are missing dead plates
Carpet in the hallways is loose revellings

Estimate labor 6 hours two people $540
Estimated cost of materials 235.00",05/30/2023 20:35,8,,7604 Garrison Road - 8,Louisville,KY,40214
,1.50,65.00,97.5000,Section 8 repairs,,8,,7604 Garrison Road - 8,Louisville,KY,40214
,1.50,25.00,37.5000,2nd tech's labor,,8,,7604 Garrison Road - 8,Louisville,KY,40214
TNM0UB4,,,1705.00,"Installed new stove and refrigerator 
Had to purchase a cord for stove",05/31/2023 10:32,1,,3509 Manslick Road,Louisville,KY,40215
,1.00,45.00,45.0000,Supplies,,1,,3509 Manslick Road,Louisville,KY,40215
,2.00,65.00,130.0000,Delivery refrigerator and stove,,1,,3509 Manslick Road,Louisville,KY,40215
,2.00,65.00,130.0000,Delivery refrigerator and stove- 2nd tech's labor,,1,,3509 Manslick Road,Louisville,KY,40215
,1.00,800.00,800.0000,Refrigerator,,1,,3509 Manslick Road,Louisville,KY,40215
,1.00,600.00,600.0000,Stove,,1,,3509 Manslick Road,Louisville,KY,40215
TTUTK6N,,,1625.00,"Installed refrigerator and stove had to make two trips  
Had to purchase a cord for stove",05/31/2023 10:33,1,,3507 Manslick Road,Louisville,KY,40215
,2.00,25.00,50.0000,Delivery refrigerator and stove- 2nd tech's labor,,1,,3507 Manslick Road,Louisville,KY,40215
,1.00,45.00,45.0000,Supplies,,1,,3507 Manslick Road,Louisville,KY,40215
,2.00,65.00,130.0000,Delivery refrigerator and stove,,1,,3507 Manslick Road,Louisville,KY,40215
,1.00,800.00,800.0000,Refrigerator,,1,,3507 Manslick Road,Louisville,KY,40215
,1.00,600.00,600.0000,Stove,,1,,3507 Manslick Road,Louisville,KY,40215
TQE19LKB,,,130.00,,05/31/2023 10:53,3,,4900 Saddlebrook Lane - 3,Louisville,KY,40216
,2.00,65.00,130.0000,Fix one window the other window frame is bent and whole window will need to be replaced,,3,,4900 Saddlebrook Lane - 3,Louisville,KY,40216
T2WRUJI,,,130.00,,05/31/2023 10:55,7B,,402 North Hite Avenue,Louisville,KY,40206
,2.00,65.00,130.0000,Chain stuck in flap tighten up chain,,7B,,402 North Hite Avenue,Louisville,KY,40206
T4HUB2R,,,175.00,,05/31/2023 13:15,2,,4907 Saddlebrook Lane - 2,Louisville,KY,40216
,1.00,45.00,45.0000,Materials,,2,,4907 Saddlebrook Lane - 2,Louisville,KY,40216
,2.00,65.00,130.0000,Labor/Replaced flush master and light had bad bulb,,2,,4907 Saddlebrook Lane - 2,Louisville,KY,40216
TIG7JGCB,,,97.50,"Latch and striking area have shifted over years of use. 

Adjusted latch and opposite side of box. 

Tested with key. 

Mailbox closes and latches after repair.",05/31/2023 13:59,1,,10408 Torrington Road - 1,Louisville,KY,40272
,1.50,65.00,97.5000,Labor,,1,,10408 Torrington Road - 1,Louisville,KY,40272
TY2L4GQ,,,266.00,"Picked up window unit 
Tenant was having issues with dryer breakers 
Installed new breaker",05/31/2023 14:20,114,,4522 Winnrose Way 114,Louisville,KY,40211
,2.50,65.00,162.5000,Picked up window unit  Tenant was having issues with dryer breakers  Installed new breaker,,114,,4522 Winnrose Way 114,Louisville,KY,40211
,2.50,25.00,62.5000,2nd tech's labor,,114,,4522 Winnrose Way 114,Louisville,KY,40211
,1.00,41.00,41.0000,Supplies,,114,,4522 Winnrose Way 114,Louisville,KY,40211
T6N4P8BB,,,112.50,"Toilet leaking from base when flushed. 
Removed toilet. 
Had to cut closet bolts away. 
Wax ring was blown out by previous main line back up. 
Replaced wax ring and closet bolts. 
Reinstalled toilet. 
Tested with multiple flushes. 
No leak after repairs. 

HVAC system is running but not cooling house. 

Referral to Allstate.",05/31/2023 15:17,1,,4503 Silver Leaf Dr,Louisville,KY,40213
,1.50,65.00,97.5000,Labor,,1,,4503 Silver Leaf Dr,Louisville,KY,40213
,1.00,15.00,15.0000,Reinforced wax ring.,,1,,4503 Silver Leaf Dr,Louisville,KY,40213
T52DYLKB,,,195.00,"Removed water from tank. Cut off toilet tank bolts.Removed toilet tank and replaced bolts, nuts, and rubber washers. Reassembled tank to toilet.",05/31/2023 16:11,All,,100 Slate Run - All,Bardstown,KY,40004
,3.00,65.00,195.0000,Labor,,All,,100 Slate Run - All,Bardstown,KY,40004
THEGZFC,,,97.50,"Dishwasher is leaking from latch area into door and then through the door onto the floor. Door springs are tight and you have to hold the door open. 
Serial number indicates it was manufactured in 2008.",05/31/2023 16:45,1,,5515 Antle Dr,Louisville,KY,40229
,1.50,65.00,97.5000,Labor,,1,,5515 Antle Dr,Louisville,KY,40229
TK0TQK4,,,250.50,"Repaired dishwasher discharge pump 
Unclogged drain port to dishwasher 
Repaired vent",05/31/2023 19:41,228,,4524 Winnrose Way 228,Louisville,KY,40211
,2.50,65.00,162.5000,Repaired dishwasher discharge pump  Unclogged drain port to dishwasher  Repaired vent,,228,,4524 Winnrose Way 228,Louisville,KY,40211
,2.00,25.00,50.0000,2nd tech's labor,,228,,4524 Winnrose Way 228,Louisville,KY,40211
,1.00,38.00,38.0000,Supplies,,228,,4524 Winnrose Way 228,Louisville,KY,40211
T6V0ZD6,,,195.00,"Attempted to clear drain with power snake. Unable to clear clog. Referral to Dixie Plumbing.
Informed tenants in 2,3, 11 and 12 to not use kitchen sinks untill repair is complete.",05/31/2023 19:57,2,,4730 Southern Parkway - 2,Louisville,KY,40214
,2.00,97.50,195.0000,Labor emergency overtime,,2,,4730 Southern Parkway - 2,Louisville,KY,40214
TPXQGE,,,216.00,"Repaired toilet 
Installed new fill valve and flap",05/31/2023 20:09,106,,4522 Winnrose Way 106,Louisville,KY,40211
,2.00,65.00,130.0000,Repaired toilet  Installed new fill valve and flap,,106,,4522 Winnrose Way 106,Louisville,KY,40211
,2.00,25.00,50.0000,2nd,,106,,4522 Winnrose Way 106,Louisville,KY,40211
,1.00,36.00,36.0000,Supplies,,106,,4522 Winnrose Way 106,Louisville,KY,40211
TQ9AUVKB,,,510.00,"Repaired vanity faucet 
Repaired toilet 
Repaired flooring in bathroom and installed quarter round 
Installed new fan in bathroom 
Installed combination alarm 
Repaired floor planks though out unit 
Filled some cracks 
Repaired wire going to vent fan",05/31/2023 20:29,1,,2831 West Muhammad Ali Boulevard,Louisville,KY,40212
,4.50,65.00,292.5000,Section 8 repairs,,1,,2831 West Muhammad Ali Boulevard,Louisville,KY,40212
,4.50,25.00,112.5000,2nd tech's labor,,1,,2831 West Muhammad Ali Boulevard,Louisville,KY,40212
,1.00,105.00,105.0000,Supplies,,1,,2831 West Muhammad Ali Boulevard,Louisville,KY,40212
T75LYINB,,,180.00,Done walk through for section8,05/31/2023 20:38,1,,253 Cecil Avenue - 1,Louisville,KY,40212
,2.00,65.00,130.0000,Walkthrough for section 8,,1,,253 Cecil Avenue - 1,Louisville,KY,40212
,2.00,25.00,50.0000,2nd tech's labor,,1,,253 Cecil Avenue - 1,Louisville,KY,40212
TXEJTY3,,,930.00,"Delivered new 18 cubic feet refrigerator. 
Disposed of old one.",06/01/2023 09:52,1,,1146 Lincoln Avenue,Louisville,KY,40208
,2.00,65.00,130.0000,Labor,,1,,1146 Lincoln Avenue,Louisville,KY,40208
,1.00,800.00,800.0000,Appliance - New refrigerator,,1,,1146 Lincoln Avenue,Louisville,KY,40208
TAP0H19,,,228.00,"Found that  flex line going to the stove had a small leak 
Changed line and fittings 
Checked again for leak did not find any leaks after repair",06/01/2023 10:03,1,,318 North 43rd Street,Louisville,KY,40212
,1.00,48.00,48.0000,Supplies,,1,,318 North 43rd Street,Louisville,KY,40212
,2.00,65.00,130.0000,Found that  flex line going to the stove had a small leak  Changed line and fittings  Checked again for leak did not find any leaks after repair,,1,,318 North 43rd Street,Louisville,KY,40212
,2.00,25.00,50.0000,2nd tech's labor,,1,,318 North 43rd Street,Louisville,KY,40212
TTI20W8,,,127.50,"Found one dead mouse and some debris behind the stove. 

Removed debris and mouse. 
Installed mousetraps in cabinet, water heater closet, behind stove and in HVAC closet. 

Swept up broken glass from back porch. 

All gaps had been filled previously.",06/01/2023 11:10,2323,,2323 Rodman,Louisville,KY,40208
,1.50,65.00,97.5000,Labor,,2323,,2323 Rodman,Louisville,KY,40208
,1.00,30.00,30.0000,Traps and bait,,2323,,2323 Rodman,Louisville,KY,40208
THFBYT1,,,346.00,"Had to replace rotted wood on back porch and steps 
Removed all trash and gas tanks and jugs 
Walked unit with inspector passed inspection",06/01/2023 11:32,1,,2831 West Muhammad Ali Boulevard,Louisville,KY,40212
,3.00,65.00,195.0000,Had to replace rotted wood on back porch and steps  Removed all trash and gas tanks and jugs  Walked unit with inspector passed inspection,,1,,2831 West Muhammad Ali Boulevard,Louisville,KY,40212
,3.00,25.00,75.0000,2nd tech's labor,,1,,2831 West Muhammad Ali Boulevard,Louisville,KY,40212
,1.00,76.00,76.0000,Supplies,,1,,2831 West Muhammad Ali Boulevard,Louisville,KY,40212
TKBFY0BB,,,147.50,"Removed broken crawlspace access panel. 
Replaced with new plywood panel. 
Painted panel to help protect from weather. 

Could not complete indoor repairs due to child home with no adult.",06/01/2023 11:49,1,,2750 Montana Avenue,Louisville,KY,40208
,1.50,65.00,97.5000,Labor,,1,,2750 Montana Avenue,Louisville,KY,40208
,1.00,35.00,35.0000,Lumber and screws.,,1,,2750 Montana Avenue,Louisville,KY,40208
,1.00,15.00,15.0000,Paint,,1,,2750 Montana Avenue,Louisville,KY,40208
TEDWV5EB,,,175.00,,06/01/2023 12:23,609-5,,609 S 44th Street -5,Louisville,KY,40211
,1.00,45.00,45.0000,Materials,,609-5,,609 S 44th Street -5,Louisville,KY,40211
,2.00,65.00,130.0000,Door swollen shut drill lock out and replaced dead bolt,,609-5,,609 S 44th Street -5,Louisville,KY,40211
TZP615W,,,130.00,,06/01/2023 12:25,623-1,,623 S 44th Street -1,Louisville,KY,40211
,2.00,65.00,130.0000,Resident up stairs has washer in kitchen and drain hoser came out sink and flooded down stairs,,623-1,,623 S 44th Street -1,Louisville,KY,40211
T0FXFUBB,,,795.00,"Finished all repairs for section8 
Need to install fire extinguisher on second floor 
Repair fire extinguisher box
Will create a new meld for this",06/01/2023 20:36,8,,7604 Garrison Road - 8,Louisville,KY,40214
,6.00,65.00,390.0000,Finished all repairs for section8  Need to install fire extinguisher on second floor,,8,,7604 Garrison Road - 8,Louisville,KY,40214
,6.00,25.00,150.0000,2nd tech's labor,,8,,7604 Garrison Road - 8,Louisville,KY,40214
,1.00,255.00,255.0000,Supplies,,8,,7604 Garrison Road - 8,Louisville,KY,40214
TA0HWGN,,,444.50,Repaired shower faucet repaired vanity drain,06/01/2023 20:44,4,,7604 Garrison Road - 4,Louisville,KY,40214
,3.00,97.50,292.5000,Repaired shower faucet repaired vanity drain,,4,,7604 Garrison Road - 4,Louisville,KY,40214
,3.00,25.00,75.0000,2nd tech's labor,,4,,7604 Garrison Road - 4,Louisville,KY,40214
,1.00,77.00,77.0000,Supplies,,4,,7604 Garrison Road - 4,Louisville,KY,40214
T7H0PNM,,,393.25,"Repaired door hinges 
Had to install new locks
Tenant was out of town and came home this afternoon and could not get in",06/01/2023 20:53,3,,160 West Blue Lick Road - 3,Shepherdsville,KY,40165
,2.50,97.50,243.7500,Repaired door hinges  Had to install new locks Tenant was out of town and came home this afternoon and could not get in,,3,,160 West Blue Lick Road - 3,Shepherdsville,KY,40165
,2.50,25.00,62.5000,2nd tech's labor,,3,,160 West Blue Lick Road - 3,Shepherdsville,KY,40165
,1.00,87.00,87.0000,Supplies,,3,,160 West Blue Lick Road - 3,Shepherdsville,KY,40165
TX6MQUX,,,130.00,,06/02/2023 09:51,649-1,,649 S 44th Street -1,Louisville,KY,40211
,2.00,65.00,130.0000,Drill lock out and replaced lock,,649-1,,649 S 44th Street -1,Louisville,KY,40211
T8UL6E8,,,130.00,,06/02/2023 09:52,627-3,,627 S 44th Street -3,Louisville,KY,40211
,2.00,65.00,130.0000,Drill lock out and replaced lock,,627-3,,627 S 44th Street -3,Louisville,KY,40211
T92LH02,,,65.00,,06/02/2023 09:53,647-4,,647 S 44th Street -4,Louisville,KY,40211
,1.00,65.00,65.0000,Drill lock out and replaced lock,,647-4,,647 S 44th Street -4,Louisville,KY,40211
T8PGP7GB,,,130.00,,06/02/2023 09:54,647-2,,647 S 44th Street -2,Louisville,KY,40211
,2.00,65.00,130.0000,Drill lock out and replaced lock,,647-2,,647 S 44th Street -2,Louisville,KY,40211
TUTGKB1,,,367.50,,06/02/2023 10:26,2,,1002 East Main St,New Albany,IN,47150
,2.50,65.00,162.5000,Diagnostic /Needs a defrost timer,,2,,1002 East Main St,New Albany,IN,47150
,1.00,205.00,205.0000,Defrost board,,2,,1002 East Main St,New Albany,IN,47150
TU8N6GCB,,,130.00,,06/02/2023 11:01,9,,1002 East Main St,New Albany,IN,47150
,2.00,65.00,130.0000,Installed a/c,,9,,1002 East Main St,New Albany,IN,47150
TWQBVWJB,,,170.00,,06/02/2023 11:44,7,,1743 Culbertson Avenue,New Albany,IN,47150
,2.00,65.00,130.0000,No leak found replaced ceiling tile,,7,,1743 Culbertson Avenue,New Albany,IN,47150
